id	fips	type	ulocal	level	totfrlPct	member	maxdown	lon	lat
1	6	4	11 	1 	71	1273	9	-118.475	34.050
2	6	1	11 	1 	46	767	9	-118.206	34.072
3	6	1	21 	1 	21	264	9	-118.362	34.089
4	6	4	21 	1 	52	924	9	-118.320	33.800
5	6	1	11 	1 	52	448	9	-118.272	34.249
6	6	1	11 	1 	6	694	9	-118.609	34.158
7	6	1	11 	3 	50	349	9	-118.261	34.058
8	6	1	11 	1 	93	418	9	-118.268	34.019
9	6	1	12 	1 	54	554	10	-121.010	37.663
10	6	1	21 	3 	65	2583	10	-120.899	37.638
11	6	2	21 	4 	92	63	9	-117.255	33.928
12	6	4	42 	3 	75	36	4	-116.474	32.624
14	6	1	21 	2 	54	1468	10	-122.047	37.590
15	6	4	21 	3 	78	464	9	-116.475	33.824
16	6	1	21 	1 	86	890	9	-118.125	34.572
17	6	1	12 	1 	97	490	10	-118.139	34.158
18	6	1	42 	3 	60	354	6	-122.055	39.009
19	6	1	21 	2 	13	1241	9	-117.027	32.980
20	6	1	21 	2 	46	1295	9	-117.182	34.111
21	6	1	11 	2 	79	841	10	-117.337	33.986
22	6	1	11 	1 	99	566	9	-117.066	32.746
23	6	1	11 	1 	93	538	9	-117.086	32.712
24	6	1	11 	2 	86	446	9	-117.171	32.788
25	6	1	11 	1 	49	348	9	-117.250	32.808
27	6	1	21 	1 	2	638	9	-118.116	34.117
28	6	1	13 	3 	17	1321	10	-122.315	37.532
29	6	1	13 	1 	33	573	5	-119.710	34.435
30	6	1	13 	2 	39	596	10	-122.036	36.974
31	6	1	42 	3 	35	608	7	-119.465	37.039
32	6	1	41 	1 	45	517	10	-120.264	37.991
34	6	1	12 	1 	7	604	9	-118.365	33.834
35	6	1	31 	2 	96	623	10	-119.361	36.200
36	6	1	12 	2 	53	954	9	-119.247	34.272
37	6	1	22 	1 	1	429	0	-121.695	36.605
38	6	1	21 	3 	86	1063	7	-119.790	36.648
40	6	4	33 	3 	57	7	7	-123.347	39.412
41	6	4	21 	3 	77	13	9	-122.566	38.027
42	6	4	13 	3 	79	14	10	-122.039	36.987
44	6	4	12 	3 	97	94	10	-122.066	38.250
45	8	1	33 	4 	11	128	7	-107.870	37.300
46	8	1	41 	1 	10	382	9	-104.804	39.013
47	8	1	11 	1 	88	541	9	-104.870	39.728
48	8	1	32 	1 	47	623	9	-104.802	39.979
49	8	1	41 	2 	32	546	9	-104.801	39.881
50	8	1	11 	1 	9	473	9	-104.950	39.688
51	8	1	41 	1 	6	692	9	-104.715	39.503
52	8	1	33 	1 	88	318	7	-103.797	40.242
53	8	1	21 	1 	27	606	6	-104.798	38.736
54	8	1	13 	1 	40	417	7	-108.579	39.089
55	8	1	31 	1 	5	372	9	-105.362	39.681
56	8	1	21 	1 	18	475	9	-105.065	39.606
57	8	1	21 	1 	34	399	9	-105.112	39.884
58	8	1	41 	2 	45	274	6	-104.557	40.392
59	8	1	23 	1 	88	392	9	-105.109	40.193
60	8	1	41 	1 	15	617	9	-104.945	40.162
61	8	1	22 	1 	28	508	9	-104.770	38.321
62	8	1	21 	1 	80	448	8	-104.991	39.870
63	8	1	21 	2 	80	619	9	-105.038	39.855
64	9	1	21 	3 	7	2202	9	-72.590	41.702
65	9	1	21 	1 	59	698	10	-71.919	41.922
66	9	1	22 	1 	5	461	10	-73.099	41.527
67	9	1	31 	3 	35	1089	10	-73.111	41.814
68	9	1	22 	2 	21	683	10	-72.967	41.556
69	9	1	22 	3 	18	900	10	-72.976	41.608
70	10	1	21 	1 	61	549	10	-75.711	39.672
71	10	1	21 	2 	57	1260	10	-75.716	39.659
72	10	1	41 	2 	42	1069	7	-75.630	39.561
73	10	1	42 	1 	64	357	10	-75.215	38.460
75	12	1	21 	3 	36	1960	5	-81.745	30.164
76	12	1	41 	1 	34	560	10	-81.787	30.176
77	12	4	32 	4 	88	66	10	-81.423	26.425
78	12	1	21 	1 	98	504	10	-80.232	25.817
79	12	1	21 	1 	76	835	10	-80.148	25.948
80	12	1	21 	2 	42	1510	10	-80.322	25.619
81	12	4	21 	4 	90	101	10	-80.358	25.632
82	12	1	11 	2 	86	111	10	-80.209	25.806
84	12	1	41 	4 	58	1475	9	-82.365	27.793
85	12	1	41 	1 	84	469	9	-82.285	28.022
86	12	4	41 	4 	76	143	10	-85.263	30.763
87	12	1	41 	3 	65	682	10	-83.445	30.479
88	12	1	41 	3 	22	1883	9	-82.432	27.441
89	12	1	22 	1 	61	566	8	-86.656	30.409
90	12	1	32 	1 	69	416	10	-80.836	27.220
91	12	1	22 	3 	52	2903	10	-81.413	28.417
92	12	1	22 	1 	83	797	8	-81.817	28.070
93	12	3	41 	3 	43	154	8	-81.654	28.080
94	12	1	41 	2 	54	542	5	-81.593	27.825
95	12	1	13 	1 	94	379	8	-81.026	29.195
96	12	1	32 	2 	71	651	7	-86.112	30.712
97	13	1	11 	1 	93	262	6	-84.332	33.740
98	13	1	43 	2 	66	285	8	-81.984	31.192
99	13	1	21 	1 	52	577	10	-85.142	34.899
100	13	1	22 	1 	61	764	10	-81.259	31.997
101	13	1	12 	1 	53	460	10	-83.382	33.941
102	13	1	41 	1 	72	762	7	-83.433	31.154
103	13	1	21 	1 	92	683	6	-84.188	33.815
104	13	1	21 	1 	59	515	10	-84.160	33.838
105	13	1	43 	3 	51	897	9	-84.328	34.852
106	13	1	21 	3 	79	1310	10	-84.515	33.593
107	13	1	13 	1 	96	661	10	-83.815	34.299
108	13	1	13 	1 	91	701	10	-83.808	34.304
110	13	2	21 	4 	28	128	10	-84.001	33.926
111	13	1	21 	2 	35	1021	10	-83.963	33.902
113	13	1	42 	1 	56	473	10	-84.869	32.793
114	13	1	42 	2 	67	461	10	-83.686	33.313
115	13	1	41 	1 	32	839	7	-83.333	30.823
116	13	1	42 	3 	75	368	10	-84.711	33.048
117	13	1	12 	3 	49	1222	7	-84.909	32.558
119	13	1	41 	1 	56	638	10	-84.754	33.880
120	13	1	32 	1 	53	787	10	-85.065	34.015
121	13	1	41 	3 	54	1334	10	-82.001	33.351
122	13	1	32 	1 	74	797	10	-81.932	31.942
123	15	1	11 	1 	78	579	9	-157.875	21.335
124	16	1	21 	4 	31	536	9	-116.424	43.619
125	16	1	23 	3 	69	1271	9	-116.672	43.640
126	16	1	33 	2 	69	780	7	-113.783	42.529
127	16	1	41 	3 	46	339	9	-114.723	42.938
128	16	1	32 	3 	60	364	9	-116.930	43.617
129	16	1	42 	3 	36	390	6	-112.181	42.580
131	17	1	41 	2 	68	274	9	-87.641	39.975
132	17	1	21 	1 	19	226	10	-87.768	41.590
133	17	1	41 	2 	28	232	7	-89.675	39.939
134	17	1	23 	2 	44	185	10	-90.059	38.909
135	17	1	43 	1 	47	115	5	-91.036	40.194
136	17	1	41 	1 	27	591	7	-88.277	42.151
137	17	1	33 	1 	67	356	7	-88.634	37.686
138	17	1	11 	1 	100	698	10	-87.557	41.755
139	17	1	11 	1 	98	180	10	-87.599	41.817
140	17	1	11 	1 	99	1102	10	-87.718	41.930
141	17	1	11 	1 	100	925	10	-87.712	41.911
142	17	1	11 	3 	87	769	10	-87.616	41.692
143	17	1	21 	2 	85	2737	10	-87.758	41.852
144	17	1	32 	1 	48	386	10	-89.497	41.835
145	17	1	21 	1 	88	483	10	-87.573	41.610
146	17	1	21 	1 	86	264	10	-87.605	41.637
147	17	1	41 	3 	26	182	7	-89.969	40.780
148	17	1	22 	1 	19	393	10	-88.053	42.348
150	17	1	41 	1 	54	174	7	-87.724	40.770
151	17	1	21 	1 	14	391	8	-87.982	41.420
152	17	1	21 	1 	69	552	10	-87.702	41.515
153	17	1	21 	2 	26	250	10	-87.799	42.051
154	17	1	21 	2 	5	1036	10	-88.109	41.765
155	17	1	12 	2 	99	328	10	-89.575	40.707
157	17	1	21 	1 	57	287	10	-87.779	41.737
158	17	1	21 	1 	22	611	10	-89.876	38.729
159	18	1	11 	1 	11	427	10	-85.274	41.070
160	18	1	42 	1 	55	254	4	-85.093	39.113
161	18	1	23 	1 	40	440	10	-86.536	39.111
162	18	1	21 	3 	39	1713	10	-86.082	39.550
163	18	1	23 	3 	45	269	7	-85.969	39.350
164	18	1	12 	1 	85	468	9	-87.492	37.948
165	18	1	41 	1 	46	149	4	-85.057	39.613
166	18	1	41 	1 	44	579	10	-86.033	39.695
169	18	1	21 	1 	15	648	10	-87.459	41.478
170	18	1	32 	3 	39	620	7	-86.478	38.737
171	18	1	21 	1 	87	336	9	-85.808	38.310
172	18	1	42 	2 	29	468	11	-86.158	39.407
173	18	1	32 	2 	40	383	10	-86.521	38.892
174	18	1	41 	1 	9	391	11	-87.566	38.205
175	18	1	31 	1 	65	413	0	-87.408	39.659
176	18	1	41 	1 	30	418	8	-86.942	40.301
177	18	1	11 	2 	79	1231	11	-86.250	39.723
178	19	1	42 	2 	18	244	7	-93.606	41.897
180	19	1	41 	1 	22	556	8	-91.713	42.038
181	19	1	12 	1 	25	500	9	-91.664	41.905
182	19	1	42 	2 	10	166	7	-92.330	42.668
183	19	1	13 	1 	69	470	9	-91.507	41.633
184	19	1	42 	1 	66	41	6	-92.013	42.576
185	19	1	43 	3 	38	126	7	-93.935	40.624
186	19	1	42 	3 	33	281	7	-93.197	43.286
187	19	1	32 	1 	66	316	7	-91.902	42.680
188	19	1	42 	3 	26	265	7	-92.106	42.852
189	20	1	41 	2 	32	239	9	-97.683	38.576
191	20	1	21 	1 	31	403	9	-97.135	37.716
192	20	1	21 	1 	22	601	9	-97.250	37.552
193	20	1	32 	1 	69	191	9	-96.855	37.823
195	20	1	43 	1 	49	102	7	-101.756	38.471
196	20	1	41 	2 	44	589	9	-95.241	38.934
197	20	1	43 	1 	57	63	7	-99.260	37.936
198	20	1	43 	1 	49	111	9	-99.573	39.664
199	20	1	42 	1 	63	321	7	-95.314	39.220
200	20	1	32 	1 	45	384	0	-94.861	38.578
201	20	1	21 	2 	6	454	9	-94.614	38.909
202	20	1	43 	3 	43	122	5	-98.396	39.014
203	21	1	32 	3 	48	832	7	-84.273	38.194
204	21	1	42 	1 	87	374	6	-83.325	37.472
205	21	1	33 	2 	50	430	9	-84.096	36.942
206	21	1	41 	2 	41	677	8	-85.987	37.803
207	21	1	11 	1 	76	604	9	-85.813	38.154
208	21	1	41 	1 	26	407	9	-85.543	38.420
209	21	1	41 	1 	23	642	9	-85.366	38.356
210	21	1	33 	1 	53	526	9	-84.628	37.161
211	22	4	11 	3 	95	874	5	-90.026	29.942
212	22	1	42 	4 	68	300	7	-93.048	30.522
213	22	1	11 	1 	83	580	6	-90.085	29.923
214	22	1	12 	1 	80	1137	10	-93.855	32.442
215	22	1	42 	3 	67	536	6	-92.095	32.058
216	22	1	42 	1 	52	570	10	-93.823	32.253
217	22	1	21 	1 	76	445	9	-91.114	30.514
219	22	1	32 	1 	76	588	10	-92.644	30.225
220	22	1	41 	2 	58	238	7	-92.720	30.231
221	22	1	42 	4 	74	170	6	-92.649	32.696
222	22	1	41 	2 	46	598	10	-90.837	30.522
223	22	1	33 	2 	22	181	8	-93.093	31.751
224	22	1	42 	4 	74	826	0	-92.695	31.395
225	22	1	21 	1 	74	613	9	-90.308	29.957
226	22	1	32 	3 	69	622	10	-92.440	30.490
227	22	1	23 	1 	71	598	10	-89.777	30.282
228	22	1	43 	1 	95	177	6	-91.242	32.072
229	22	1	22 	1 	72	744	8	-90.744	29.657
230	22	1	42 	1 	84	167	10	-90.988	29.685
231	22	1	13 	1 	67	717	8	-90.750	29.640
232	22	1	41 	2 	94	321	9	-91.206	30.463
233	23	1	32 	2 	29	580	10	-69.976	43.903
234	23	1	42 	1 	63	270	9	-67.836	46.768
235	23	1	42 	2 	40	226	9	-69.012	44.810
236	23	1	43 	4 	49	317	9	-68.387	46.627
237	23	2	32 	3 	38	16	9	-69.391	44.787
238	23	1	41 	1 	75	77	6	-69.892	44.795
239	24	1	23 	1 	46	254	7	-78.826	39.644
240	24	1	21 	1 	17	362	10	-76.638	39.055
241	24	1	11 	3 	59	1315	7	-76.595	39.327
242	24	2	11 	4 	84	210	7	-76.657	39.310
243	24	1	21 	1 	66	385	7	-76.521	39.341
244	24	1	21 	1 	12	393	10	-76.677	39.380
245	24	1	21 	1 	51	451	10	-76.763	39.373
246	24	1	21 	1 	73	373	10	-76.448	39.346
248	24	1	21 	1 	40	629	10	-77.269	39.189
249	24	1	21 	1 	84	515	10	-76.875	38.931
250	24	4	21 	1 	23	551	10	-76.839	38.985
251	24	1	23 	1 	82	273	5	-75.560	38.357
252	25	1	42 	1 	28	443	10	-72.108	42.429
253	25	1	42 	1 	33	99	6	-72.890	42.457
254	25	1	21 	1 	80	579	10	-71.058	42.404
255	25	1	21 	2 	8	853	10	-71.407	42.146
256	25	1	41 	2 	32	892	10	-70.894	41.888
257	25	1	21 	1 	16	638	10	-71.360	42.164
258	25	1	21 	3 	14	381	10	-71.357	42.162
259	25	1	12 	2 	90	593	10	-71.782	42.252
260	26	1	33 	1 	31	376	10	-87.419	46.543
261	26	1	13 	4 	48	383	6	-83.216	42.454
262	26	1	21 	2 	92	638	10	-82.944	42.445
263	26	1	21 	1 	57	728	10	-83.380	42.252
264	26	4	43 	3 	81	57	6	-84.234	45.354
265	26	1	22 	3 	84	118	10	-83.969	43.461
266	26	1	13 	1 	15	397	10	-83.150	42.614
267	26	1	21 	1 	29	631	10	-82.922	42.613
270	26	1	43 	4 	49	476	7	-88.338	46.096
271	26	1	21 	1 	80	186	10	-83.290	42.297
272	26	1	11 	3 	74	405	10	-83.004	42.434
273	26	1	22 	1 	50	484	10	-85.422	42.286
274	26	1	12 	1 	96	442	10	-85.683	42.940
275	26	1	21 	1 	59	321	10	-85.749	42.910
276	26	1	42 	3 	16	161	10	-85.808	43.336
278	26	1	13 	1 	51	240	10	-84.421	42.211
279	26	1	21 	1 	36	429	10	-83.264	42.775
280	26	1	21 	1 	20	392	10	-82.935	42.383
281	26	1	42 	3 	24	578	10	-84.190	42.001
282	26	1	23 	1 	23	418	10	-82.484	43.013
283	26	1	33 	3 	80	20	10	-85.512	43.869
288	27	1	42 	1 	54	222	8	-96.768	48.195
289	27	1	42 	3 	44	213	8	-96.768	48.195
290	27	4	21 	3 	23	13	10	-93.381	45.052
294	27	1	42 	1 	31	86	6	-91.569	43.914
295	27	1	11 	1 	93	275	10	-93.289	44.994
296	27	1	41 	1 	81	42	10	-91.752	44.094
298	27	1	42 	3 	49	76	7	-93.906	44.528
299	27	1	11 	3 	99	348	10	-93.164	44.974
300	27	1	33 	3 	22	934	10	-95.373	45.876
301	27	1	21 	3 	27	2883	10	-93.354	45.151
302	27	1	21 	1 	30	691	10	-93.286	45.191
303	27	1	43 	3 	51	105	7	-96.016	48.781
304	27	1	21 	1 	62	604	10	-93.277	44.762
305	27	1	21 	1 	16	559	8	-93.523	44.923
307	27	1	13 	2 	38	918	10	-93.413	44.953
308	27	1	42 	1 	22	307	6	-92.788	44.304
309	27	1	21 	1 	20	489	10	-93.435	45.078
310	27	1	43 	1 	67	464	10	-94.408	46.726
311	27	4	43 	3 	46	69	10	-94.408	46.726
312	27	1	42 	1 	23	311	7	-93.023	44.527
313	27	1	43 	3 	30	171	8	-96.275	47.880
314	27	1	21 	2 	35	911	10	-93.238	44.726
315	27	1	13 	1 	15	943	10	-93.111	44.782
316	27	1	32 	3 	29	301	10	-94.944	45.727
317	28	1	33 	2 	94	434	11	-90.580	34.201
318	28	1	42 	2 	65	699	10	-88.678	32.484
319	28	1	22 	2 	43	437	9	-88.819	30.412
320	29	1	41 	1 	75	291	10	-89.609	36.591
321	29	1	11 	1 	91	298	9	-94.564	38.974
322	29	1	42 	2 	24	114	7	-94.771	39.524
323	29	1	21 	1 	31	494	10	-90.442	38.683
324	29	1	21 	3 	6	1293	10	-90.535	38.620
325	29	1	43 	1 	64	152	7	-91.838	37.339
326	29	1	21 	3 	27	125	10	-90.381	38.544
327	29	1	13 	1 	58	448	7	-94.785	39.742
333	30	1	43 	3 	85	20	5	-108.403	48.847
334	31	1	43 	3 	33	110	7	-97.445	40.642
335	31	1	43 	2 	31	68	10	-99.045	40.336
336	31	1	42 	1 	50	175	10	-100.421	40.235
337	31	1	42 	1 	25	217	9	-97.601	41.997
338	31	1	43 	1 	60	48	7	-97.203	42.505
339	31	1	43 	1 	52	64	7	-101.759	41.999
340	31	1	11 	1 	86	676	7	-95.964	41.242
341	31	1	11 	1 	94	544	10	-95.951	41.194
342	31	1	42 	1 	34	226	7	-96.183	40.659
343	31	1	42 	3 	32	186	7	-96.141	40.865
344	32	1	41 	2 	42	1228	9	-115.300	36.062
345	32	1	41 	2 	36	1215	9	-115.302	36.282
346	32	4	12 	4 	67	110	9	-115.120	36.117
347	32	1	43 	3 	19	126	6	-116.109	40.717
348	32	2	13 	1 	23	69	10	-119.772	39.161
349	32	1	12 	1 	99	469	10	-119.795	39.540
350	33	1	41 	2 	11	1347	10	-70.900	42.981
351	33	1	23 	1 	53	575	10	-70.884	43.190
352	33	1	12 	1 	54	678	10	-71.483	42.999
353	33	1	41 	3 	27	439	10	-72.098	43.649
354	33	1	13 	1 	76	376	10	-71.447	42.755
357	34	1	21 	1 	18	661	10	-74.934	40.023
359	34	1	21 	1 	18	592	10	-74.154	40.964
360	34	1	21 	2 	23	725	10	-74.196	39.868
361	34	1	21 	2 	76	859	11	-73.989	40.291
362	34	1	22 	1 	5	267	5	-74.502	39.331
365	34	1	21 	2 	9	976	10	-74.914	39.981
366	34	1	21 	1 	18	513	10	-74.487	40.539
367	34	1	21 	3 	4	509	10	-74.052	40.089
368	34	1	21 	3 	14	556	9	-73.999	40.831
369	34	1	21 	2 	2	663	10	-74.126	40.980
370	34	1	41 	1 	20	248	10	-74.748	39.935
371	34	1	41 	1 	10	313	10	-74.388	41.183
372	34	1	21 	1 	1	252	10	-74.341	40.640
373	35	1	21 	1 	30	215	9	-106.653	35.272
374	35	1	11 	1 	83	695	8	-106.732	35.035
375	35	1	43 	3 	59	85	6	-108.808	31.951
376	35	1	42 	3 	6	359	7	-106.343	35.175
377	35	1	31 	3 	59	749	7	-107.979	36.715
378	35	1	43 	1 	52	132	5	-103.337	33.939
380	35	1	41 	1 	85	146	7	-105.930	35.761
381	36	1	32 	1 	71	245	9	-75.656	43.097
382	36	1	11 	4 	34	100	9	-73.974	40.785
383	36	1	11 	4 	76	450	9	-73.947	40.792
384	36	1	11 	3 	95	440	11	-73.909	40.857
385	36	1	11 	1 	87	718	10	-73.850	40.829
386	36	1	11 	3 	84	316	10	-73.856	40.822
387	36	1	11 	1 	80	866	10	-73.922	40.835
388	36	1	11 	1 	47	525	10	-73.867	40.899
389	36	1	11 	1 	52	473	9	-73.745	40.747
390	36	1	11 	1 	87	708	9	-73.789	40.674
391	36	1	11 	1 	86	290	9	-73.948	40.798
392	36	1	11 	3 	49	4362	9	-74.039	40.627
393	36	1	11 	1 	49	929	10	-73.909	40.621
394	36	1	11 	1 	76	172	11	-73.922	40.644
395	36	1	13 	1 	76	451	10	-73.763	42.641
396	36	1	43 	4 	48	375	7	-78.116	42.340
397	36	1	42 	1 	55	440	7	-76.976	42.526
398	36	1	41 	1 	23	317	7	-73.612	42.515
399	36	1	21 	1 	29	393	11	-73.684	40.724
400	36	1	21 	1 	2	197	10	-73.625	40.739
401	36	1	32 	1 	58	471	9	-76.991	42.869
402	36	1	21 	2 	35	650	10	-73.631	40.868
403	36	1	42 	1 	47	375	7	-73.837	43.346
404	36	1	41 	2 	11	395	9	-78.606	42.835
405	36	1	21 	3 	11	1329	11	-73.037	40.906
406	36	1	21 	2 	10	737	11	-73.544	40.798
407	36	1	22 	3 	50	782	7	-75.970	42.135
408	36	1	21 	3 	2	1266	10	-73.608	41.273
409	36	1	21 	2 	7	631	11	-73.253	40.887
410	36	1	41 	1 	42	469	9	-76.420	42.703
411	36	1	21 	1 	3	470	11	-73.775	41.108
412	36	1	21 	1 	10	465	11	-73.678	40.750
413	36	1	13 	1 	76	433	9	-79.028	43.104
414	36	1	32 	1 	55	416	9	-76.497	43.460
415	36	1	21 	1 	42	816	9	-76.294	43.234
416	36	1	42 	1 	30	653	9	-74.301	41.606
417	36	1	21 	1 	80	433	10	-73.658	41.008
418	36	1	12 	1 	96	366	10	-77.592	43.178
419	36	1	21 	1 	17	264	11	-73.649	40.666
420	36	1	32 	1 	76	363	9	-75.472	43.219
421	36	4	32 	3 	71	52	7	-78.736	42.161
422	36	1	23 	3 	14	1035	7	-73.653	43.279
423	36	1	21 	1 	43	291	9	-78.897	43.001
424	36	1	31 	2 	28	355	7	-76.869	42.376
425	36	1	42 	4 	41	316	5	-73.393	44.374
427	37	1	41 	3 	61	793	9	-79.382	36.076
429	37	1	42 	1 	79	279	0	-80.980	36.500
430	37	1	22 	1 	54	729	10	-82.569	35.744
431	37	1	22 	1 	68	316	10	-81.470	35.728
432	37	1	41 	1 	44	530	10	-81.156	35.587
433	37	1	43 	1 	76	162	0	-83.945	35.091
434	37	1	32 	2 	66	678	9	-81.545	35.292
435	37	1	42 	2 	61	224	7	-78.653	34.107
436	37	1	12 	3 	58	149	9	-80.208	36.134
437	37	1	31 	2 	50	486	9	-78.753	36.139
438	37	1	11 	1 	17	743	9	-80.815	35.152
439	37	1	11 	1 	82	515	9	-80.844	35.300
440	37	1	21 	1 	11	1022	9	-80.749	35.114
441	37	1	21 	3 	34	2171	9	-80.692	35.121
442	37	1	12 	1 	60	277	9	-77.908	34.199
443	37	1	42 	1 	42	330	9	-80.570	36.232
444	38	1	43 	3 	49	102	9	-98.119	47.447
445	39	1	11 	1 	98	122	9	-82.805	39.923
446	39	1	32 	1 	92	361	7	-81.121	40.929
448	39	1	22 	4 	82	572	9	-82.161	41.471
449	39	1	32 	3 	88	342	5	-82.188	39.462
450	39	1	32 	1 	22	467	7	-81.451	40.468
451	39	1	21 	1 	75	266	9	-83.046	39.928
452	39	1	32 	3 	57	267	10	-80.656	40.602
453	39	1	21 	2 	20	597	9	-84.182	39.969
454	39	1	41 	3 	28	476	9	-83.681	39.940
455	39	1	21 	1 	65	409	9	-81.497	41.554
456	39	1	21 	2 	2	714	9	-83.163	40.142
457	39	1	31 	1 	45	286	9	-83.888	41.592
458	39	1	41 	3 	59	365	9	-83.276	39.934
459	39	1	21 	2 	50	817	9	-80.743	41.091
460	39	1	42 	1 	52	726	6	-83.122	39.657
461	39	1	41 	2 	34	528	7	-81.234	41.286
462	40	1	42 	1 	85	338	6	-94.959	36.688
463	40	1	42 	3 	64	178	7	-96.429	33.935
464	40	1	43 	1 	93	86	6	-94.986	36.314
465	40	1	21 	3 	57	1613	9	-97.397	35.452
466	40	1	32 	1 	99	352	5	-95.349	35.738
467	40	1	23 	2 	51	621	9	-97.438	35.224
468	40	1	11 	1 	83	396	9	-97.577	35.487
469	40	1	21 	1 	78	466	9	-96.112	36.145
470	41	1	41 	3 	60	323	10	-123.084	45.215
471	41	1	12 	3 	76	102	11	-123.093	44.050
472	41	1	43 	1 	78	132	11	-121.603	42.025
473	41	1	21 	3 	10	1072	11	-122.692	45.396
474	41	1	42 	3 	35	110	7	-122.854	44.171
475	41	1	13 	3 	45	1775	11	-122.852	42.346
476	41	1	43 	3 	64	272	10	-123.888	45.205
477	41	1	21 	1 	17	555	10	-122.630	45.328
478	41	1	22 	1 	86	565	11	-122.962	44.918
480	42	1	21 	4 	23	1562	10	-75.659	40.018
481	42	1	21 	1 	5	359	9	-79.946	40.630
482	42	1	32 	2 	38	402	9	-78.726	40.489
483	42	1	41 	1 	41	151	9	-78.990	40.208
484	42	1	41 	1 	65	142	9	-79.563	40.023
485	42	1	42 	1 	63	175	9	-79.726	41.060
486	42	1	41 	2 	43	318	7	-79.847	41.370
487	42	1	21 	1 	26	651	9	-79.379	40.264
488	42	1	42 	3 	33	573	9	-76.827	40.667
489	42	1	41 	2 	46	414	4	-75.603	41.446
490	42	1	31 	1 	35	528	10	-76.782	41.199
491	42	1	42 	3 	40	259	7	-77.302	41.991
492	42	1	41 	1 	15	487	10	-75.192	40.424
493	42	1	11 	1 	100	781	10	-75.226	39.953
494	42	1	11 	2 	78	316	10	-75.176	40.070
495	42	1	11 	3 	34	2384	10	-75.150	40.038
496	42	1	11 	1 	88	483	10	-75.176	39.990
497	42	1	21 	1 	47	196	9	-79.981	40.474
498	42	1	21 	3 	62	1222	10	-75.267	39.909
499	42	1	21 	2 	8	1256	10	-75.510	40.187
501	42	1	42 	1 	47	720	10	-79.044	40.467
502	42	1	21 	2 	3	631	11	-80.098	40.315
503	42	1	22 	1 	22	422	11	-76.796	39.969
505	44	1	41 	1 	15	534	9	-71.644	41.600
506	45	1	41 	3 	78	907	9	-79.350	34.440
508	45	1	41 	3 	18	2855	9	-81.307	33.979
509	45	1	42 	1 	93	195	7	-79.537	34.569
510	46	1	42 	1 	33	183	7	-96.928	43.898
511	46	1	43 	2 	44	16	6	-96.558	45.032
512	46	1	42 	1 	41	90	11	-98.260	43.714
513	46	1	32 	1 	40	376	11	-96.924	42.776
514	46	1	43 	3 	32	44	5	-98.278	44.053
515	47	1	41 	1 	90	762	0	-84.095	36.393
516	47	1	41 	2 	65	634	10	-87.075	36.305
517	47	1	32 	1 	62	273	10	-88.673	35.423
518	47	1	32 	1 	99	361	10	-83.178	35.988
519	47	1	32 	1 	49	398	7	-82.840	36.152
520	47	1	12 	1 	97	430	11	-85.229	35.013
521	47	1	43 	3 	73	565	7	-88.894	35.062
522	47	1	32 	2 	79	505	7	-89.280	35.595
523	47	1	43 	1 	74	458	7	-89.481	36.265
524	47	1	41 	1 	65	359	10	-88.755	35.687
525	47	1	11 	1 	85	167	7	-90.116	35.014
526	47	1	11 	2 	99	263	7	-90.030	35.126
531	47	1	43 	3 	63	348	8	-87.840	35.607
532	47	1	42 	3 	73	349	9	-84.387	35.022
534	47	1	41 	1 	45	517	10	-86.279	35.929
536	47	1	32 	3 	30	1084	10	-86.220	35.371
539	48	1	11 	1 	61	225	9	-96.739	32.808
540	48	4	11 	3 	38	200	10	-95.407	29.791
542	48	1	21 	1 	83	590	10	-95.313	29.891
543	48	1	11 	1 	91	1006	10	-95.553	29.700
544	48	1	21 	1 	42	538	9	-97.152	32.686
545	48	1	11 	3 	43	1789	10	-97.729	30.325
546	48	1	42 	2 	52	166	5	-96.977	31.656
547	48	1	42 	2 	69	153	5	-95.110	32.587
548	48	1	43 	3 	81	144	7	-102.889	34.514
550	48	1	23 	2 	86	463	10	-95.366	28.963
552	48	1	21 	1 	63	442	10	-95.088	29.509
553	48	1	11 	1 	71	670	10	-97.363	32.628
554	48	1	11 	2 	69	678	10	-97.340	32.629
555	48	1	11 	3 	81	620	9	-96.765	32.771
557	48	1	21 	2 	5	994	7	-98.073	26.181
558	48	1	11 	1 	66	658	10	-97.323	32.847
559	48	1	13 	2 	56	1084	10	-102.382	31.861
560	48	1	13 	1 	82	602	10	-102.392	31.877
561	48	1	13 	2 	66	572	10	-102.377	31.881
562	48	1	11 	2 	82	876	7	-106.462	31.815
563	48	1	42 	3 	59	98	5	-95.801	32.684
564	48	1	21 	2 	42	932	9	-96.616	32.896
566	48	1	21 	1 	76	769	9	-97.025	32.769
567	48	1	21 	1 	62	461	9	-97.030	32.654
568	48	1	21 	3 	12	2289	9	-97.105	32.888
569	48	1	41 	3 	30	1222	9	-94.575	32.488
570	48	1	11 	1 	63	522	10	-95.307	29.768
571	48	1	11 	1 	47	434	8	-95.598	29.737
572	48	1	11 	1 	63	623	10	-95.527	29.663
573	48	1	21 	1 	61	650	10	-95.751	29.809
574	48	1	41 	3 	72	208	5	-97.318	32.391
575	48	1	41 	1 	8	737	9	-97.286	32.917
576	48	1	43 	2 	52	226	0	-93.902	30.633
577	48	1	42 	2 	27	743	6	-98.122	29.351
578	48	4	21 	3 	63	19	6	-95.792	29.560
