id	fips	type	ulocal	level	totfrlPct	member	maxdown	lon	lat
21695	40	1	43 	1 	84	173	0	-96.424	34.371
21696	40	1	33 	1 	81	414	6	-98.415	35.852
21697	40	1	43 	3 	46	54	6	-98.870	36.590
21698	41	1	13 	3 	35	1729	11	-122.810	45.486
21699	41	1	32 	2 	75	228	10	-123.054	42.434
21700	41	1	22 	2 	54	457	11	-123.140	44.088
21701	41	1	43 	1 	70	255	6	-121.593	45.521
21702	41	1	43 	3 	91	188	10	-121.862	42.568
21703	41	1	33 	2 	69	191	11	-124.046	44.639
21704	41	1	43 	1 	65	237	7	-122.416	44.749
21705	41	1	21 	1 	63	296	10	-122.615	45.388
21706	41	1	21 	2 	42	623	10	-122.577	45.356
21708	41	1	13 	2 	46	439	11	-122.989	44.072
21709	41	1	43 	4 	33	45	4	-118.934	45.135
21710	42	1	11 	1 	78	145	10	-75.245	39.916
21711	42	1	11 	3 	49	463	10	-75.232	39.951
21712	42	1	42 	3 	43	341	8	-76.381	41.195
21713	42	1	21 	1 	11	327	9	-80.016	40.356
21714	42	1	21 	3 	66	558	9	-80.320	40.758
21715	42	1	42 	3 	39	484	7	-78.803	41.250
21716	42	1	41 	1 	45	223	7	-79.682	41.930
21717	42	1	22 	3 	10	1205	10	-75.799	40.258
21718	42	1	21 	2 	15	870	11	-76.640	40.281
21719	42	1	21 	4 	99	411	9	-79.847	40.371
21720	42	1	21 	1 	53	440	7	-75.470	41.645
21721	42	1	41 	2 	37	466	10	-78.740	40.366
21722	42	1	21 	1 	29	243	9	-79.753	40.430
21723	42	1	41 	1 	41	258	10	-77.231	41.267
21724	42	1	13 	1 	88	590	10	-76.299	40.034
21725	42	1	21 	1 	8	319	10	-75.403	40.136
21726	42	1	21 	3 	59	1301	4	-79.829	40.343
21727	42	1	41 	3 	31	421	10	-78.403	40.830
21729	42	1	21 	1 	11	588	10	-75.268	40.224
21730	42	1	33 	2 	54	519	9	-79.680	41.430
21731	42	1	11 	2 	42	214	11	-75.164	40.056
21732	42	1	11 	3 	53	1124	10	-75.144	40.039
21733	42	1	41 	3 	28	1313	7	-75.324	41.101
21734	42	1	21 	1 	71	550	10	-75.281	39.888
21735	42	1	32 	2 	25	940	10	-76.959	39.785
21736	42	1	42 	1 	24	238	10	-77.898	39.784
21737	42	1	13 	1 	35	371	11	-76.729	39.952
21738	45	1	32 	1 	72	580	9	-79.909	34.693
21739	45	1	41 	1 	44	1035	9	-80.244	33.030
21740	45	1	13 	1 	46	1156	9	-80.137	32.961
21741	45	1	41 	1 	49	739	10	-81.991	33.582
21742	45	1	42 	1 	83	286	7	-80.225	34.085
21743	45	1	43 	3 	79	866	4	-80.515	33.448
21744	45	1	21 	1 	65	641	9	-80.922	34.089
21745	46	1	43 	2 	45	38	6	-96.856	45.406
21746	46	1	41 	2 	19	485	11	-96.705	43.426
21747	46	1	43 	2 	50	38	5	-97.833	45.603
21748	46	1	43 	3 	24	141	11	-98.980	44.519
21750	47	1	22 	1 	86	299	7	-82.093	36.406
21751	47	1	32 	1 	64	311	10	-87.394	36.074
21752	47	1	12 	1 	75	443	11	-85.300	35.044
21753	47	1	11 	1 	96	441	7	-89.959	35.094
21754	47	1	11 	4 	62	542	7	-90.043	35.003
21755	47	1	11 	1 	87	444	10	-86.883	36.151
21756	47	1	11 	2 	33	670	10	-86.801	36.095
21757	47	1	11 	1 	81	487	10	-86.747	36.076
21758	47	1	41 	1 	30	746	10	-86.400	35.982
21759	47	1	41 	2 	41	923	10	-86.573	35.960
21760	47	1	42 	1 	54	126	7	-86.574	36.510
21761	47	1	41 	2 	44	473	10	-88.854	36.312
21762	47	1	13 	3 	9	1839	10	-86.879	35.939
21763	47	1	21 	2 	5	1022	10	-86.817	36.015
21764	48	1	41 	1 	69	348	6	-97.186	32.506
21765	48	4	12 	3 	61	75	7	-97.725	31.124
21766	48	1	21 	4 	86	479	7	-98.358	26.228
21767	48	1	11 	1 	91	981	10	-95.554	29.711
21768	48	1	41 	1 	5	570	9	-96.701	33.119
21769	48	4	32 	3 	76	17	9	-95.858	32.204
21770	48	1	11 	2 	42	1225	10	-97.721	30.271
21771	48	1	42 	3 	50	70	6	-96.891	28.457
21774	48	1	13 	1 	35	384	9	-96.303	30.653
21775	48	1	43 	3 	47	155	4	-96.598	30.184
21776	48	1	11 	3 	33	1197	7	-97.634	27.856
21777	48	1	11 	1 	59	493	10	-97.393	27.684
21778	48	1	32 	1 	31	508	6	-102.348	31.397
21779	48	1	11 	1 	98	504	9	-96.771	32.795
21780	48	1	11 	1 	99	350	9	-96.749	32.865
21781	48	4	11 	4 	50	6	10	-97.391	32.729
21786	48	1	42 	4 	91	114	4	-94.555	29.487
21787	48	1	21 	1 	56	336	8	-97.332	27.893
21788	48	1	13 	1 	81	411	7	-97.688	26.202
21789	48	1	13 	2 	80	743	7	-97.719	26.211
21790	48	1	42 	1 	68	102	7	-94.636	33.468
21791	48	1	42 	3 	57	145	5	-96.814	31.834
21792	48	1	11 	2 	4	1056	9	-95.155	30.060
21793	48	1	33 	1 	40	584	7	-95.533	30.721
21795	48	1	32 	1 	88	509	7	-95.283	31.958
21796	48	1	43 	1 	62	365	7	-94.036	31.964
21797	48	1	21 	1 	42	796	7	-95.763	29.778
21798	48	1	21 	3 	15	2699	10	-95.732	29.775
21799	48	1	21 	1 	35	748	10	-95.541	30.099
21803	48	1	43 	1 	71	339	0	-94.364	33.011
21805	48	1	23 	1 	3	438	7	-96.625	33.153
21806	48	1	12 	2 	77	533	10	-101.907	33.566
21808	48	1	21 	1 	45	644	9	-96.544	32.738
21809	48	1	12 	4 	43	758	10	-102.065	32.026
21811	48	1	11 	1 	51	692	9	-96.756	33.013
21812	48	1	11 	1 	14	486	9	-96.704	33.052
21813	48	1	43 	1 	62	181	7	-95.317	33.525
21814	48	1	43 	1 	64	502	5	-95.791	32.887
21815	48	1	21 	1 	81	463	9	-96.693	32.927
21817	48	1	42 	2 	24	200	7	-97.540	30.947
21819	48	1	31 	1 	44	368	7	-97.184	33.355
21820	48	1	42 	3 	64	111	4	-99.323	31.737
21821	48	1	21 	1 	59	415	7	-98.288	29.554
21822	48	1	32 	2 	51	383	7	-97.146	30.009
21823	48	1	42 	1 	71	283	6	-98.175	28.458
21824	48	1	43 	3 	35	69	7	-99.179	33.182
21825	48	1	12 	1 	93	526	10	-97.176	31.535
21826	48	1	22 	1 	39	572	10	-95.220	32.213
21827	48	1	42 	1 	54	237	7	-96.466	31.789
21828	48	1	11 	2 	87	369	7	-106.342	31.695
21829	49	1	12 	1 	49	672	10	-111.680	40.246
21830	49	1	21 	1 	40	728	10	-111.972	41.060
21831	49	1	21 	1 	9	718	7	-111.922	41.013
21832	49	2	21 	3 	61	117	10	-111.931	41.031
21833	49	1	21 	3 	22	1900	10	-112.064	41.104
21834	49	1	43 	1 	42	186	11	-111.052	39.224
21836	49	1	13 	1 	91	586	10	-111.958	41.203
21837	49	1	32 	1 	32	772	10	-112.295	40.641
21838	50	1	32 	3 	43	466	7	-73.270	43.601
21840	50	1	32 	1 	39	398	7	-73.162	44.010
21841	50	1	41 	1 	54	299	10	-72.484	43.305
21842	50	1	42 	1 	18	255	7	-72.951	43.700
21843	51	1	31 	1 	21	315	7	-78.698	38.073
21844	51	1	32 	1 	39	597	7	-78.016	38.486
21846	51	1	42 	1 	57	246	6	-80.463	36.865
21847	51	1	21 	1 	69	570	10	-77.489	37.619
21848	51	1	21 	1 	24	638	10	-77.559	37.624
21849	51	1	42 	1 	31	609	7	-77.053	38.335
21850	51	1	22 	3 	21	1009	5	-79.997	37.328
21851	51	1	42 	1 	42	276	7	-76.985	36.843
21852	51	1	23 	1 	32	543	10	-77.458	38.227
21853	51	1	21 	3 	19	1717	5	-77.455	38.469
21854	51	1	41 	2 	15	889	10	-77.420	38.329
21856	51	1	32 	1 	32	264	10	-78.207	38.947
21857	53	1	23 	3 	20	15	11	-122.906	46.147
21859	53	1	23 	1 	43	355	7	-117.051	46.340
21860	53	1	41 	1 	80	466	10	-122.372	48.508
21861	53	1	42 	1 	66	423	6	-121.759	48.531
21862	53	1	12 	3 	34	1749	10	-122.518	45.610
21864	53	1	32 	1 	91	584	10	-119.889	46.254
21865	53	1	21 	2 	36	632	10	-122.171	47.430
21866	53	1	22 	3 	18	1746	10	-122.078	48.023
21867	53	4	32 	3 	84	31	10	-118.854	46.662
21868	53	1	33 	1 	55	449	10	-123.386	48.103
21869	53	1	33 	1 	67	251	10	-123.724	46.685
21871	53	1	21 	1 	18	983	10	-122.047	47.384
21872	53	4	41 	4 	3	107	10	-122.051	47.399
21873	53	1	33 	1 	73	399	10	-118.350	46.056
21874	54	1	32 	1 	60	305	7	-80.358	39.290
21875	54	1	42 	2 	50	303	5	-80.337	39.173
21876	54	1	23 	1 	67	341	9	-80.745	39.918
21877	54	1	42 	1 	66	88	0	-81.119	39.073
21878	55	1	43 	1 	60	465	8	-92.468	45.484
21879	55	1	43 	4 	59	91	7	-90.496	46.015
21880	55	1	42 	1 	41	350	5	-92.266	45.246
21881	55	1	42 	1 	45	122	7	-91.218	43.665
21882	55	1	13 	1 	42	411	10	-91.485	44.789
21883	55	1	13 	1 	22	249	10	-91.512	44.816
21884	55	1	21 	1 	17	247	9	-88.164	43.147
21885	55	1	23 	2 	36	33	10	-91.261	43.968
21886	55	1	22 	1 	60	385	9	-87.832	42.631
21887	55	1	13 	1 	55	408	10	-91.180	43.858
21888	55	1	42 	1 	20	489	10	-89.635	42.806
21889	55	1	42 	1 	47	375	8	-90.171	43.875
21890	55	1	41 	4 	94	53	7	-88.242	42.855
21891	55	1	21 	1 	26	505	9	-87.906	42.868
21892	55	1	31 	1 	22	578	10	-92.792	44.753
21893	55	1	13 	1 	65	361	9	-87.791	42.763
21894	55	1	43 	2 	55	75	0	-90.207	45.323
21895	55	1	41 	1 	25	435	10	-89.634	44.851
21896	55	1	42 	3 	26	216	10	-88.575	44.443
21897	55	1	43 	3 	64	208	7	-92.377	45.781
21898	55	1	42 	4 	56	166	10	-89.059	44.740
21899	55	1	42 	1 	81	102	10	-89.096	44.037
21900	55	1	32 	1 	28	479	10	-88.747	42.831
21901	56	4	41 	3 	44	27	7	-108.713	42.839
21903	56	1	43 	1 	64	42	6	-104.823	41.760
21904	56	1	33 	1 	38	384	7	-109.272	41.647
21905	56	1	43 	1 	16	58	7	-111.034	43.755
21906	56	1	43 	1 	35	124	4	-104.622	44.102
21911	72	1	21 	1 	92	393	8	-66.414	18.318
21912	72	1	21 	2 	92	563	8	-65.871	18.172
21913	72	1	13 	1 	92	257	8	-66.022	18.242
21914	72	1	21 	1 	92	434	7	-66.058	18.161
21915	72	1	41 	1 	92	668	8	-65.812	18.349
21916	72	1	21 	3 	92	349	7	-66.157	18.389
21917	72	1	21 	3 	92	627	8	-65.871	18.172
21918	72	1	13 	1 	92	345	9	-67.021	18.500
21919	72	1	21 	1 	91	126	9	-67.131	18.282
21920	72	1	22 	1 	92	127	9	-67.164	18.072
21921	72	1	22 	4 	92	390	9	-67.118	18.134
21922	72	1	22 	4 	92	275	9	-66.861	18.054
21923	72	1	23 	1 	92	166	9	-66.057	17.998
21924	72	3	11 	3 	92	323	10	-66.076	18.447
21925	72	1	21 	3 	92	702	7	-65.993	18.419
21926	72	1	23 	1 	92	586	8	-66.540	18.450
21927	72	1	21 	4 	92	736	8	-66.385	18.443
21928	72	1	41 	2 	92	496	9	-66.623	18.099
21929	78	1	33 	1 	99	453	5	-64.787	18.325
21931	1	4	41 	4 	19	654	10	-86.855	33.329
21932	1	1	32 	2 	46	471	10	-86.969	34.797
21933	1	1	41 	1 	57	430	7	-86.620	33.787
21934	1	1	41 	3 	36	426	10	-85.867	34.012
21935	1	1	12 	1 	90	701	11	-88.141	30.653
21936	1	1	42 	1 	64	95	7	-86.604	34.327
21937	1	1	32 	2 	68	262	10	-85.613	33.926
21938	1	1	42 	3 	88	197	10	-86.162	33.484
21939	1	1	42 	2 	72	292	10	-85.763	32.823
21940	1	1	13 	1 	97	234	10	-87.578	33.190
21941	1	1	41 	3 	59	944	10	-87.453	33.157
21942	2	1	41 	3 	21	1204	7	-149.223	61.610
21943	2	1	43 	4 	83	18	0	-154.708	62.516
21946	4	1	11 	1 	83	859	9	-111.829	33.393
21947	4	1	11 	3 	76	576	9	-112.141	33.480
21950	4	1	21 	1 	81	649	9	-111.831	33.298
21951	4	1	41 	2 	84	796	11	-112.193	33.431
21953	4	1	32 	3 	60	348	7	-110.630	32.599
21954	4	1	11 	1 	26	358	9	-111.722	33.393
21955	4	1	43 	1 	61	389	7	-109.333	35.217
21957	4	1	41 	1 	6	1111	9	-112.244	33.726
21958	4	1	11 	1 	43	338	9	-110.799	32.199
21960	4	4	41 	4 	45	88	9	-112.771	33.955
21961	4	1	13 	2 	67	501	7	-114.615	32.687
21962	5	1	43 	3 	59	240	7	-91.624	35.547
21963	5	1	42 	4 	87	407	5	-93.579	33.361
21964	5	1	13 	1 	52	625	9	-94.204	36.356
21965	5	1	43 	2 	66	297	6	-92.460	35.591
21966	5	1	42 	3 	63	296	7	-92.520	36.278
21967	5	1	33 	2 	79	382	7	-92.832	33.582
21968	5	1	33 	1 	63	252	9	-93.101	36.234
21969	5	1	41 	3 	99	346	7	-91.282	33.321
21970	5	1	33 	3 	90	342	7	-90.772	34.778
21971	5	1	13 	3 	51	1999	9	-94.144	36.304
21972	5	1	13 	1 	69	626	9	-94.172	36.200
21973	6	1	32 	1 	99	460	10	-120.631	36.984
21974	6	1	21 	4 	27	1686	10	-122.816	38.542
21976	6	1	21 	2 	6	228	9	-121.263	38.779
21977	6	1	41 	1 	85	576	10	-117.365	34.575
21978	6	1	41 	1 	48	227	10	-121.668	36.704
21979	6	1	21 	2 	26	784	10	-117.609	34.140
21980	6	4	21 	3 	65	298	11	-118.184	34.674
21981	6	1	21 	1 	81	575	9	-117.993	33.858
21982	6	1	11 	1 	53	720	10	-121.947	37.301
21983	6	1	21 	1 	5	598	10	-121.996	37.263
21984	6	1	13 	2 	38	572	6	-121.796	39.739
21986	6	4	41 	2 	50	6	10	-122.329	40.643
21987	6	1	12 	2 	20	1013	9	-118.841	34.207
21988	6	4	21 	3 	77	13	9	-117.585	33.873
21989	6	1	21 	1 	40	636	9	-117.881	34.082
21990	6	1	21 	1 	65	566	10	-117.904	34.076
21991	6	1	12 	2 	8	1233	10	-122.059	37.340
21992	6	1	23 	1 	19	530	10	-121.765	38.554
21994	6	1	21 	3 	80	2302	10	-118.020	34.093
21996	6	1	13 	1 	5	518	10	-121.128	38.686
21997	6	1	21 	1 	84	505	9	-117.444	34.119
21998	6	1	11 	1 	77	269	10	-121.819	37.285
21999	6	1	21 	2 	77	871	7	-119.005	35.274
22000	6	1	32 	1 	64	311	7	-121.248	36.326
22001	6	1	41 	1 	28	172	6	-122.238	40.538
22002	6	1	21 	1 	82	857	10	-117.516	33.986
22004	6	1	21 	1 	75	445	9	-117.017	32.719
22005	6	1	21 	1 	76	804	9	-118.103	34.682
22006	6	4	22 	1 	3	210	9	-118.755	34.161
22007	6	1	11 	2 	51	627	10	-121.338	38.007
22008	6	4	42 	4 	75	12	10	-121.088	38.021
22009	6	1	31 	1 	97	497	10	-120.717	37.379
22010	6	1	11 	1 	50	1140	10	-118.100	33.787
22012	6	1	11 	1 	50	422	9	-118.515	34.254
22013	6	1	11 	1 	82	276	9	-118.462	34.044
22014	6	1	11 	2 	53	1590	9	-118.260	34.003
22015	6	1	11 	2 	53	1649	9	-118.511	34.293
22016	6	1	11 	1 	52	555	9	-118.198	34.110
22017	6	4	11 	3 	62	81	9	-118.300	34.259
22018	6	1	11 	1 	70	449	9	-118.505	34.212
22019	6	1	11 	1 	19	485	9	-118.505	34.305
22020	6	4	11 	3 	83	204	9	-118.315	34.094
22021	6	1	11 	1 	91	247	9	-118.256	33.969
22022	6	1	23 	1 	96	366	10	-120.069	36.986
22023	6	1	41 	1 	40	747	9	-117.154	33.699
22024	6	1	13 	1 	74	468	10	-122.084	37.405
22025	6	1	21 	2 	78	525	10	-122.035	37.996
22026	6	1	13 	1 	87	634	9	-117.075	32.671
22027	6	1	22 	1 	50	521	9	-118.545	34.374
22028	6	1	21 	1 	20	504	6	-119.088	35.414
22029	6	1	11 	3 	82	180	8	-122.153	37.766
22030	6	1	12 	3 	30	2176	9	-117.812	33.791
22032	6	1	21 	1 	6	795	9	-117.851	33.902
22033	6	1	41 	1 	35	451	6	-121.554	39.011
22034	6	1	43 	3 	68	158	5	-123.693	38.913
22035	6	1	12 	1 	71	446	9	-119.165	34.223
22036	6	1	42 	1 	97	104	7	-121.567	38.330
22037	6	1	11 	1 	66	319	10	-117.313	33.968
22038	6	1	12 	1 	78	666	9	-117.232	34.149
22039	6	1	11 	1 	82	257	10	-122.403	37.798
22040	6	1	11 	1 	86	224	10	-122.429	37.773
22041	6	1	13 	2 	40	770	10	-122.308	37.529
22042	6	1	12 	1 	91	230	10	-122.697	38.441
22043	6	1	21 	1 	28	1049	9	-116.971	32.865
22044	6	1	22 	1 	10	968	9	-118.545	34.455
22045	6	1	11 	2 	4	474	9	-117.231	32.952
22046	6	1	12 	1 	35	703	7	-120.926	37.673
22047	6	1	12 	1 	38	396	9	-118.321	33.808
22048	6	1	12 	1 	15	666	9	-118.347	33.800
22049	6	1	31 	3 	56	1839	10	-119.338	36.209
22050	6	1	23 	1 	54	342	10	-121.957	38.337
22051	6	1	12 	1 	73	518	10	-122.238	38.125
22052	6	1	21 	1 	9	512	9	-117.842	33.972
22053	6	4	21 	3 	61	736	9	-118.045	33.952
22055	6	4	33 	4 	67	9	6	-120.648	40.424
22056	6	1	11 	3 	39	297	10	-122.268	37.804
22057	8	1	11 	1 	1	221	11	-104.862	39.729
22058	8	1	41 	1 	54	800	9	-104.764	39.786
22059	8	1	42 	3 	25	195	7	-108.493	37.475
22060	8	1	41 	3 	9	1332	9	-104.730	39.490
22062	8	1	23 	1 	58	424	7	-108.461	39.070
22063	8	1	23 	1 	33	239	7	-108.609	39.071
22064	8	1	21 	2 	19	712	10	-105.141	39.790
22065	8	1	43 	2 	41	78	7	-106.953	40.274
22066	8	4	12 	4 	50	359	9	-104.626	38.253
22067	8	1	42 	1 	46	199	7	-103.626	38.010
22068	8	1	21 	4 	16	1306	9	-105.034	39.911
22069	8	1	21 	1 	3	645	9	-104.940	39.934
22070	8	1	21 	2 	90	743	9	-105.005	39.868
22071	9	4	21 	3 	82	102	10	-72.908	41.372
22072	9	1	21 	2 	14	985	11	-73.261	41.149
22073	9	1	21 	1 	5	409	10	-72.689	41.351
22074	9	1	12 	3 	99	500	10	-72.673	41.747
22075	9	1	21 	1 	2	492	10	-72.615	41.295
22076	9	1	21 	2 	73	716	10	-72.806	41.658
22077	9	2	13 	1 	79	14	10	-72.060	41.530
22078	9	1	21 	1 	5	402	10	-73.227	41.252
22079	9	1	31 	1 	41	404	10	-73.075	41.926
22082	11	1	11 	3 	54	689	10	-77.005	38.915
22083	12	1	12 	1 	79	146	8	-82.336	29.636
22084	12	1	13 	2 	74	1112	10	-80.128	26.222
22085	12	1	21 	1 	45	694	10	-80.299	26.023
22086	12	1	21 	1 	89	711	10	-80.183	25.918
22087	12	1	11 	2 	88	1123	10	-80.226	25.754
22088	12	4	21 	4 	90	129	10	-80.230	25.869
22089	12	1	13 	3 	40	201	10	-80.372	25.672
22090	12	1	13 	1 	62	341	10	-80.358	25.694
22091	12	1	11 	1 	70	321	10	-81.695	30.308
22092	12	1	11 	1 	24	938	10	-81.575	30.161
22093	12	4	11 	4 	70	84	10	-81.602	30.353
22094	12	1	42 	1 	61	688	5	-82.829	29.613
22095	12	1	33 	1 	74	401	10	-81.101	26.830
22096	12	1	32 	1 	88	505	6	-81.430	27.478
22097	12	1	11 	1 	77	172	10	-82.404	28.055
22098	12	1	41 	3 	34	382	10	-84.921	30.708
22099	12	4	23 	4 	91	75	10	-81.895	28.835
22100	12	1	41 	3 	55	1424	10	-82.007	26.663
22102	12	1	21 	1 	95	629	9	-82.565	27.473
22103	12	1	21 	1 	48	565	9	-82.629	27.503
22104	12	1	21 	2 	53	1064	9	-82.636	27.504
22105	12	1	22 	1 	29	368	0	-86.541	30.469
22106	12	1	21 	1 	92	571	10	-81.484	28.556
22107	12	1	13 	1 	80	732	10	-81.352	28.314
22108	12	1	13 	1 	75	827	10	-81.424	28.293
22110	12	1	32 	4 	57	23	10	-81.636	29.645
22111	12	1	21 	4 	19	902	7	-87.167	30.360
22112	12	1	21 	2 	31	1033	7	-87.007	30.393
22113	12	1	41 	2 	49	633	10	-81.334	29.919
22114	12	1	42 	1 	26	1035	10	-81.489	29.965
22115	12	1	21 	1 	61	628	8	-81.001	29.146
22116	12	1	42 	1 	75	130	7	-84.208	30.160
22119	13	1	32 	1 	43	514	8	-81.574	30.802
22120	13	1	42 	1 	73	707	10	-85.252	33.526
22121	13	1	22 	1 	62	666	10	-81.064	31.979
22122	13	1	21 	2 	10	567	10	-82.081	33.561
22123	13	1	21 	1 	56	835	10	-84.186	33.689
22124	13	1	41 	1 	43	488	10	-85.172	34.357
22125	13	1	41 	3 	13	2333	10	-84.257	34.077
22126	13	1	41 	3 	33	2668	10	-83.925	33.871
22127	13	1	23 	1 	79	480	10	-83.655	32.656
22128	13	1	23 	1 	42	739	7	-84.152	31.736
22129	13	1	42 	1 	78	638	7	-83.316	30.686
22130	13	1	12 	1 	34	647	7	-84.858	32.548
22131	13	1	32 	2 	66	319	10	-83.481	32.281
22132	13	1	41 	1 	95	603	7	-83.242	30.823
22133	13	1	13 	4 	87	268	7	-83.267	30.826
22134	13	1	42 	1 	60	444	7	-83.769	34.596
22135	13	1	23 	3 	72	1333	10	-84.936	34.716
22136	16	1	41 	3 	63	173	6	-116.798	43.734
22137	16	1	23 	1 	58	538	9	-116.901	47.701
22138	17	1	42 	1 	39	166	10	-89.583	41.360
22140	17	1	21 	2 	9	464	10	-87.949	42.173
22141	17	1	21 	1 	76	371	10	-88.339	41.733
22142	17	1	33 	1 	85	150	7	-90.423	40.019
22143	17	1	21 	1 	65	310	10	-88.852	42.259
22144	17	1	21 	4 	71	439	10	-90.153	38.561
22145	17	1	11 	1 	99	214	10	-87.670	41.882
22146	17	1	11 	1 	99	392	10	-87.765	41.884
22147	17	1	11 	1 	96	707	7	-87.633	41.850
22148	17	1	11 	1 	79	221	10	-87.671	41.957
22149	17	1	11 	3 	78	1822	10	-87.590	41.803
22150	17	1	11 	1 	99	300	6	-87.590	41.759
22151	17	1	11 	3 	85	1622	10	-87.702	41.987
22153	17	1	43 	1 	47	83	5	-88.229	38.516
22154	17	1	13 	2 	82	437	10	-88.884	39.834
22156	17	1	42 	1 	20	137	8	-89.573	42.127
22158	17	1	33 	1 	62	419	8	-88.927	37.822
22160	17	1	42 	1 	35	75	7	-89.355	41.551
22161	17	1	42 	1 	35	204	8	-88.799	41.619
22162	17	1	21 	1 	62	453	10	-87.678	41.502
22163	17	1	42 	2 	49	65	7	-89.275	38.924
22164	17	1	21 	1 	29	308	10	-88.007	42.274
22165	17	1	21 	1 	19	431	10	-88.006	42.264
22166	17	1	33 	1 	42	307	10	-89.123	41.331
22167	17	1	33 	1 	76	238	10	-91.383	39.944
22168	18	1	13 	1 	10	459	10	-86.508	39.139
22169	18	1	21 	2 	41	876	7	-86.087	39.555
22170	18	1	42 	2 	55	410	4	-86.790	39.510
22171	18	1	41 	1 	65	474	5	-85.253	41.433
22172	18	1	12 	3 	44	1565	9	-87.553	37.999
22173	18	1	32 	1 	69	378	11	-85.149	39.640
22174	18	1	32 	2 	51	546	7	-85.125	41.348
22175	18	1	32 	2 	55	809	10	-85.640	39.001
22176	18	1	41 	2 	36	858	10	-87.150	41.192
22178	18	1	11 	1 	56	621	11	-86.050	39.882
22179	18	1	42 	4 	23	449	7	-87.022	41.314
22180	18	1	32 	1 	56	510	7	-87.141	40.938
22181	18	1	42 	1 	37	239	5	-86.760	38.331
22182	18	1	33 	1 	53	440	5	-86.617	38.550
22183	18	1	42 	1 	37	408	7	-85.094	39.243
22184	18	1	33 	2 	51	372	5	-87.181	38.659
22185	18	1	41 	1 	68	576	11	-85.581	41.430
22186	19	1	41 	2 	49	329	7	-93.317	41.027
22187	19	1	42 	1 	17	305	7	-92.628	42.466
22188	19	1	13 	1 	59	450	9	-96.400	42.522
22190	19	1	42 	4 	19	246	6	-92.258	42.801
22191	19	1	42 	1 	50	236	7	-92.926	41.219
22192	19	1	13 	2 	88	485	10	-92.337	42.521
22193	19	1	41 	3 	37	203	9	-96.103	42.023
22194	19	1	42 	1 	40	214	7	-91.008	42.300
22195	20	1	32 	1 	52	376	7	-95.263	38.598
22196	20	1	42 	4 	62	93	0	-95.651	37.669
22197	20	1	43 	2 	74	58	7	-101.136	37.981
22198	20	1	43 	1 	43	160	7	-100.463	38.483
22200	20	1	43 	3 	52	125	7	-101.752	37.574
22201	20	1	12 	1 	86	503	9	-94.733	39.132
22202	20	1	12 	3 	81	966	9	-94.749	39.143
22204	20	1	32 	1 	63	341	9	-97.363	38.048
22205	20	1	21 	1 	13	468	9	-94.617	38.998
22206	20	1	11 	3 	67	2265	9	-97.310	37.686
22207	21	1	33 	1 	58	518	7	-87.167	37.227
22208	21	1	21 	2 	34	1123	9	-84.393	38.958
22209	21	1	33 	2 	69	504	7	-83.762	37.154
22210	21	1	41 	1 	95	335	9	-84.445	38.119
22211	21	1	11 	1 	94	444	9	-85.838	38.193
22212	21	1	11 	1 	39	534	9	-85.799	38.243
22214	21	1	42 	1 	59	365	9	-88.345	37.025
22215	21	4	13 	3 	86	22	9	-82.639	38.479
22216	21	4	32 	3 	82	28	7	-86.579	36.716
22217	21	1	32 	1 	83	382	7	-87.915	37.678
22218	22	1	33 	2 	69	453	0	-91.433	31.561
22219	22	1	22 	2 	76	818	9	-92.092	30.230
22220	22	1	21 	1 	54	426	9	-90.949	30.498
22221	22	1	13 	2 	57	472	10	-92.111	32.526
22222	22	1	22 	1 	99	428	10	-92.124	32.492
22223	22	1	42 	1 	50	540	10	-92.361	32.505
22224	22	1	42 	1 	69	495	10	-90.190	30.636
22225	22	1	32 	1 	98	210	10	-90.516	30.766
22226	22	1	42 	1 	62	429	6	-91.380	30.827
22227	23	1	13 	2 	56	548	9	-70.273	43.657
22228	23	1	13 	1 	73	292	9	-70.260	43.684
22229	23	1	42 	1 	52	143	9	-68.427	47.278
22230	23	1	33 	1 	45	529	9	-69.620	44.555
22231	23	1	22 	1 	38	621	9	-70.441	43.500
22232	24	1	21 	1 	8	464	10	-76.499	39.033
22233	24	2	11 	4 	88	193	7	-76.624	39.298
22234	24	1	21 	1 	68	600	10	-76.520	39.278
22235	24	1	21 	1 	68	296	10	-76.720	39.333
22236	24	1	41 	1 	56	396	5	-77.166	38.599
22237	24	2	13 	4 	91	94	10	-77.460	39.426
22238	24	1	41 	3 	28	1133	5	-76.782	38.781
22239	25	2	21 	4 	38	40	10	-71.086	42.788
22240	25	1	21 	3 	2	1047	10	-71.518	42.218
22241	25	1	21 	1 	73	470	10	-71.305	42.624
22243	25	1	41 	1 	4	873	10	-71.608	42.431
22244	25	1	21 	1 	10	416	10	-71.384	42.292
22245	25	1	21 	1 	28	399	10	-71.869	42.151
22246	25	3	21 	3 	36	635	10	-72.349	42.188
22247	25	1	21 	1 	19	687	10	-70.823	42.043
22248	25	1	41 	3 	9	394	10	-71.773	42.141
22249	25	3	21 	3 	40	484	10	-72.760	42.124
22251	26	1	21 	3 	48	320	10	-85.649	42.869
22252	26	1	11 	4 	99	281	10	-83.043	42.389
22253	26	1	12 	1 	11	267	7	-83.734	42.230
22254	26	1	12 	1 	66	220	10	-85.684	42.976
22255	26	4	11 	3 	81	227	10	-83.007	42.363
22257	26	1	21 	1 	75	263	10	-83.635	42.992
